inst_id	cell_id	det_plate	det_well	pert_mfc_id	pert_dose	pert_dose_unit	pert_id	pert_iname	pert_type	pert_time	pert_time_unit
LJP008_HEPG2_24H_X3_B20:B10	HEPG2	LJP008_HEPG2_24H_X3_B20	B10	BRD-K92428232-001-08-0	0.37	um	BRD-K92428232	GSK-461364	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B11	HEPG2	LJP008_HEPG2_24H_X3_B20	B11	BRD-K92428232-001-08-0	0.12	um	BRD-K92428232	GSK-461364	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B12	HEPG2	LJP008_HEPG2_24H_X3_B20	B12	BRD-K92428232-001-08-0	0.04	um	BRD-K92428232	GSK-461364	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B13	HEPG2	LJP008_HEPG2_24H_X3_B20	B13	BRD-K25311561-001-08-1	10.0	um	BRD-K25311561	KU-55933	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B14	HEPG2	LJP008_HEPG2_24H_X3_B20	B14	BRD-K25311561-001-08-1	3.33	um	BRD-K25311561	KU-55933	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B15	HEPG2	LJP008_HEPG2_24H_X3_B20	B15	BRD-K25311561-001-08-1	1.11	um	BRD-K25311561	KU-55933	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B16	HEPG2	LJP008_HEPG2_24H_X3_B20	B16	BRD-K25311561-001-08-1	0.37	um	BRD-K25311561	KU-55933	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B17	HEPG2	LJP008_HEPG2_24H_X3_B20	B17	BRD-K25311561-001-08-1	0.12	um	BRD-K25311561	KU-55933	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B18	HEPG2	LJP008_HEPG2_24H_X3_B20	B18	BRD-K25311561-001-08-1	0.04	um	BRD-K25311561	KU-55933	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B19	HEPG2	LJP008_HEPG2_24H_X3_B20	B19	BRD-A90451247-001-03-0	10.0	um	BRD-A90451247	KU-60019	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B20	HEPG2	LJP008_HEPG2_24H_X3_B20	B20	BRD-A90451247-001-03-0	3.33	um	BRD-A90451247	KU-60019	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B21	HEPG2	LJP008_HEPG2_24H_X3_B20	B21	BRD-A90451247-001-03-0	1.11	um	BRD-A90451247	KU-60019	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B22	HEPG2	LJP008_HEPG2_24H_X3_B20	B22	BRD-A90451247-001-03-0	0.37	um	BRD-A90451247	KU-60019	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B23	HEPG2	LJP008_HEPG2_24H_X3_B20	B23	BRD-A90451247-001-03-0	0.12	um	BRD-A90451247	KU-60019	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:B24	HEPG2	LJP008_HEPG2_24H_X3_B20	B24	BRD-A90451247-001-03-0	0.04	um	BRD-A90451247	KU-60019	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C01	HEPG2	LJP008_HEPG2_24H_X3_B20	C01	BRD-K36740062-001-05-8	10.0	um	BRD-K36740062	GSK-1070916	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C02	HEPG2	LJP008_HEPG2_24H_X3_B20	C02	BRD-K36740062-001-05-8	3.33	um	BRD-K36740062	GSK-1070916	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C03	HEPG2	LJP008_HEPG2_24H_X3_B20	C03	BRD-K36740062-001-05-8	1.11	um	BRD-K36740062	GSK-1070916	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C04	HEPG2	LJP008_HEPG2_24H_X3_B20	C04	BRD-K36740062-001-05-8	0.37	um	BRD-K36740062	GSK-1070916	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C05	HEPG2	LJP008_HEPG2_24H_X3_B20	C05	BRD-K36740062-001-05-8	0.12	um	BRD-K36740062	GSK-1070916	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C06	HEPG2	LJP008_HEPG2_24H_X3_B20	C06	BRD-K36740062-001-05-8	0.04	um	BRD-K36740062	GSK-1070916	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C07	HEPG2	LJP008_HEPG2_24H_X3_B20	C07	BRD-K11153516-001-04-8	10.0	um	BRD-K11153516	iniparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C08	HEPG2	LJP008_HEPG2_24H_X3_B20	C08	BRD-K11153516-001-04-8	3.33	um	BRD-K11153516	iniparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C09	HEPG2	LJP008_HEPG2_24H_X3_B20	C09	BRD-K11153516-001-04-8	1.11	um	BRD-K11153516	iniparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C10	HEPG2	LJP008_HEPG2_24H_X3_B20	C10	BRD-K11153516-001-04-8	0.37	um	BRD-K11153516	iniparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C11	HEPG2	LJP008_HEPG2_24H_X3_B20	C11	BRD-K11153516-001-04-8	0.12	um	BRD-K11153516	iniparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C12	HEPG2	LJP008_HEPG2_24H_X3_B20	C12	BRD-K11153516-001-04-8	0.04	um	BRD-K11153516	iniparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C13	HEPG2	LJP008_HEPG2_24H_X3_B20	C13	BRD-K17588104-001-02-1	10.0	um	BRD-K17588104	JQ1-(-)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C14	HEPG2	LJP008_HEPG2_24H_X3_B20	C14	BRD-K17588104-001-02-1	3.33	um	BRD-K17588104	JQ1-(-)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C15	HEPG2	LJP008_HEPG2_24H_X3_B20	C15	BRD-K17588104-001-02-1	1.11	um	BRD-K17588104	JQ1-(-)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C16	HEPG2	LJP008_HEPG2_24H_X3_B20	C16	BRD-K17588104-001-02-1	0.37	um	BRD-K17588104	JQ1-(-)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C17	HEPG2	LJP008_HEPG2_24H_X3_B20	C17	BRD-K17588104-001-02-1	0.12	um	BRD-K17588104	JQ1-(-)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C18	HEPG2	LJP008_HEPG2_24H_X3_B20	C18	BRD-K17588104-001-02-1	0.04	um	BRD-K17588104	JQ1-(-)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C19	HEPG2	LJP008_HEPG2_24H_X3_B20	C19	BRD-K79090631-001-20-7	10.0	um	BRD-K79090631	CGP-60474	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C20	HEPG2	LJP008_HEPG2_24H_X3_B20	C20	BRD-K79090631-001-20-7	3.33	um	BRD-K79090631	CGP-60474	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C21	HEPG2	LJP008_HEPG2_24H_X3_B20	C21	BRD-K79090631-001-20-7	1.11	um	BRD-K79090631	CGP-60474	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C22	HEPG2	LJP008_HEPG2_24H_X3_B20	C22	BRD-K79090631-001-20-7	0.37	um	BRD-K79090631	CGP-60474	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C23	HEPG2	LJP008_HEPG2_24H_X3_B20	C23	BRD-K79090631-001-20-7	0.12	um	BRD-K79090631	CGP-60474	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:C24	HEPG2	LJP008_HEPG2_24H_X3_B20	C24	BRD-K79090631-001-20-7	0.04	um	BRD-K79090631	CGP-60474	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D01	HEPG2	LJP008_HEPG2_24H_X3_B20	D01	BRD-K02113016-001-13-9	10.0	um	BRD-K02113016	olaparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D02	HEPG2	LJP008_HEPG2_24H_X3_B20	D02	BRD-K02113016-001-13-9	3.33	um	BRD-K02113016	olaparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D03	HEPG2	LJP008_HEPG2_24H_X3_B20	D03	BRD-K02113016-001-13-9	1.11	um	BRD-K02113016	olaparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D04	HEPG2	LJP008_HEPG2_24H_X3_B20	D04	BRD-K02113016-001-13-9	0.37	um	BRD-K02113016	olaparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D05	HEPG2	LJP008_HEPG2_24H_X3_B20	D05	BRD-K02113016-001-13-9	0.12	um	BRD-K02113016	olaparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D06	HEPG2	LJP008_HEPG2_24H_X3_B20	D06	BRD-K02113016-001-13-9	0.04	um	BRD-K02113016	olaparib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D07	HEPG2	LJP008_HEPG2_24H_X3_B20	D07	BRD-K30632436-001-02-9	10.0	um	BRD-K30632436	CTB	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D08	HEPG2	LJP008_HEPG2_24H_X3_B20	D08	BRD-K30632436-001-02-9	3.33	um	BRD-K30632436	CTB	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D09	HEPG2	LJP008_HEPG2_24H_X3_B20	D09	BRD-K30632436-001-02-9	1.11	um	BRD-K30632436	CTB	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D10	HEPG2	LJP008_HEPG2_24H_X3_B20	D10	BRD-K30632436-001-02-9	0.37	um	BRD-K30632436	CTB	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D11	HEPG2	LJP008_HEPG2_24H_X3_B20	D11	BRD-K30632436-001-02-9	0.12	um	BRD-K30632436	CTB	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D12	HEPG2	LJP008_HEPG2_24H_X3_B20	D12	BRD-K30632436-001-02-9	0.04	um	BRD-K30632436	CTB	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D13	HEPG2	LJP008_HEPG2_24H_X3_B20	D13	BRD-K98251413-001-03-2	10.0	um	BRD-K98251413	IOX2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D14	HEPG2	LJP008_HEPG2_24H_X3_B20	D14	BRD-K98251413-001-03-2	3.33	um	BRD-K98251413	IOX2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D15	HEPG2	LJP008_HEPG2_24H_X3_B20	D15	BRD-K98251413-001-03-2	1.11	um	BRD-K98251413	IOX2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D16	HEPG2	LJP008_HEPG2_24H_X3_B20	D16	BRD-K98251413-001-03-2	0.37	um	BRD-K98251413	IOX2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D17	HEPG2	LJP008_HEPG2_24H_X3_B20	D17	BRD-K98251413-001-03-2	0.12	um	BRD-K98251413	IOX2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D18	HEPG2	LJP008_HEPG2_24H_X3_B20	D18	BRD-K98251413-001-03-2	0.04	um	BRD-K98251413	IOX2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D19	HEPG2	LJP008_HEPG2_24H_X3_B20	D19	BRD-K76964878-001-03-4	10.0	um	BRD-K76964878	EX-527	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D20	HEPG2	LJP008_HEPG2_24H_X3_B20	D20	BRD-K76964878-001-03-4	3.33	um	BRD-K76964878	EX-527	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D21	HEPG2	LJP008_HEPG2_24H_X3_B20	D21	BRD-K76964878-001-03-4	1.11	um	BRD-K76964878	EX-527	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D22	HEPG2	LJP008_HEPG2_24H_X3_B20	D22	BRD-K76964878-001-03-4	0.37	um	BRD-K76964878	EX-527	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D23	HEPG2	LJP008_HEPG2_24H_X3_B20	D23	BRD-K76964878-001-03-4	0.12	um	BRD-K76964878	EX-527	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:D24	HEPG2	LJP008_HEPG2_24H_X3_B20	D24	BRD-K76964878-001-03-4	0.04	um	BRD-K76964878	EX-527	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E01	HEPG2	LJP008_HEPG2_24H_X3_B20	E01	BRD-K56301217-001-06-6	10.0	um	BRD-K56301217	ABT-737	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E02	HEPG2	LJP008_HEPG2_24H_X3_B20	E02	BRD-K56301217-001-06-6	3.33	um	BRD-K56301217	ABT-737	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E03	HEPG2	LJP008_HEPG2_24H_X3_B20	E03	BRD-K56301217-001-06-6	1.11	um	BRD-K56301217	ABT-737	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E04	HEPG2	LJP008_HEPG2_24H_X3_B20	E04	BRD-K56301217-001-06-6	0.37	um	BRD-K56301217	ABT-737	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E05	HEPG2	LJP008_HEPG2_24H_X3_B20	E05	BRD-K56301217-001-06-6	0.12	um	BRD-K56301217	ABT-737	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E06	HEPG2	LJP008_HEPG2_24H_X3_B20	E06	BRD-K56301217-001-06-6	0.04	um	BRD-K56301217	ABT-737	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E07	HEPG2	LJP008_HEPG2_24H_X3_B20	E07	BRD-K32847255-236-02-1	10.0	um	BRD-K32847255	GSK-J1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E08	HEPG2	LJP008_HEPG2_24H_X3_B20	E08	BRD-K32847255-236-02-1	3.33	um	BRD-K32847255	GSK-J1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E09	HEPG2	LJP008_HEPG2_24H_X3_B20	E09	BRD-K32847255-236-02-1	1.11	um	BRD-K32847255	GSK-J1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E10	HEPG2	LJP008_HEPG2_24H_X3_B20	E10	BRD-K32847255-236-02-1	0.37	um	BRD-K32847255	GSK-J1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E11	HEPG2	LJP008_HEPG2_24H_X3_B20	E11	BRD-K32847255-236-02-1	0.12	um	BRD-K32847255	GSK-J1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E12	HEPG2	LJP008_HEPG2_24H_X3_B20	E12	BRD-K32847255-236-02-1	0.04	um	BRD-K32847255	GSK-J1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E13	HEPG2	LJP008_HEPG2_24H_X3_B20	E13	BRD-K54606188-001-03-2	10.0	um	BRD-K54606188	JQ1-(+)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E14	HEPG2	LJP008_HEPG2_24H_X3_B20	E14	BRD-K54606188-001-03-2	3.33	um	BRD-K54606188	JQ1-(+)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E15	HEPG2	LJP008_HEPG2_24H_X3_B20	E15	BRD-K54606188-001-03-2	1.11	um	BRD-K54606188	JQ1-(+)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E16	HEPG2	LJP008_HEPG2_24H_X3_B20	E16	BRD-K54606188-001-03-2	0.37	um	BRD-K54606188	JQ1-(+)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E17	HEPG2	LJP008_HEPG2_24H_X3_B20	E17	BRD-K54606188-001-03-2	0.12	um	BRD-K54606188	JQ1-(+)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E18	HEPG2	LJP008_HEPG2_24H_X3_B20	E18	BRD-K54606188-001-03-2	0.04	um	BRD-K54606188	JQ1-(+)	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E19	HEPG2	LJP008_HEPG2_24H_X3_B20	E19	BRD-K32536677-001-06-9	10.0	um	BRD-K32536677	AGK-2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E20	HEPG2	LJP008_HEPG2_24H_X3_B20	E20	BRD-K32536677-001-06-9	3.33	um	BRD-K32536677	AGK-2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E21	HEPG2	LJP008_HEPG2_24H_X3_B20	E21	BRD-K32536677-001-06-9	1.11	um	BRD-K32536677	AGK-2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E22	HEPG2	LJP008_HEPG2_24H_X3_B20	E22	BRD-K32536677-001-06-9	0.37	um	BRD-K32536677	AGK-2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E23	HEPG2	LJP008_HEPG2_24H_X3_B20	E23	BRD-K32536677-001-06-9	0.12	um	BRD-K32536677	AGK-2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:E24	HEPG2	LJP008_HEPG2_24H_X3_B20	E24	BRD-K32536677-001-06-9	0.04	um	BRD-K32536677	AGK-2	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F01	HEPG2	LJP008_HEPG2_24H_X3_B20	F01	BRD-K82928847-001-03-9	10.0	um	BRD-K82928847	ACY-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F02	HEPG2	LJP008_HEPG2_24H_X3_B20	F02	BRD-K82928847-001-03-9	3.33	um	BRD-K82928847	ACY-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F03	HEPG2	LJP008_HEPG2_24H_X3_B20	F03	BRD-K82928847-001-03-9	1.11	um	BRD-K82928847	ACY-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F04	HEPG2	LJP008_HEPG2_24H_X3_B20	F04	BRD-K82928847-001-03-9	0.37	um	BRD-K82928847	ACY-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F05	HEPG2	LJP008_HEPG2_24H_X3_B20	F05	BRD-K82928847-001-03-9	0.12	um	BRD-K82928847	ACY-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F06	HEPG2	LJP008_HEPG2_24H_X3_B20	F06	BRD-K82928847-001-03-9	0.04	um	BRD-K82928847	ACY-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F13	HEPG2	LJP008_HEPG2_24H_X3_B20	F13	BRD-K83189926-001-02-3	10.0	um	BRD-K83189926	UNC-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F14	HEPG2	LJP008_HEPG2_24H_X3_B20	F14	BRD-K83189926-001-02-3	3.33	um	BRD-K83189926	UNC-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F15	HEPG2	LJP008_HEPG2_24H_X3_B20	F15	BRD-K83189926-001-02-3	1.11	um	BRD-K83189926	UNC-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F16	HEPG2	LJP008_HEPG2_24H_X3_B20	F16	BRD-K83189926-001-02-3	0.37	um	BRD-K83189926	UNC-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F17	HEPG2	LJP008_HEPG2_24H_X3_B20	F17	BRD-K83189926-001-02-3	0.12	um	BRD-K83189926	UNC-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F18	HEPG2	LJP008_HEPG2_24H_X3_B20	F18	BRD-K83189926-001-02-3	0.04	um	BRD-K83189926	UNC-1215	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F19	HEPG2	LJP008_HEPG2_24H_X3_B20	F19	BRD-K98203492-003-03-3	10.0	um	BRD-K98203492	GSK-J4	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F20	HEPG2	LJP008_HEPG2_24H_X3_B20	F20	BRD-K98203492-003-03-3	3.33	um	BRD-K98203492	GSK-J4	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F21	HEPG2	LJP008_HEPG2_24H_X3_B20	F21	BRD-K98203492-003-03-3	1.11	um	BRD-K98203492	GSK-J4	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F22	HEPG2	LJP008_HEPG2_24H_X3_B20	F22	BRD-K98203492-003-03-3	0.37	um	BRD-K98203492	GSK-J4	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F23	HEPG2	LJP008_HEPG2_24H_X3_B20	F23	BRD-K98203492-003-03-3	0.12	um	BRD-K98203492	GSK-J4	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:F24	HEPG2	LJP008_HEPG2_24H_X3_B20	F24	BRD-K98203492-003-03-3	0.04	um	BRD-K98203492	GSK-J4	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G01	HEPG2	LJP008_HEPG2_24H_X3_B20	G01	BRD-K13094524-001-03-4	10.0	um	BRD-K13094524	PFI-1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G02	HEPG2	LJP008_HEPG2_24H_X3_B20	G02	BRD-K13094524-001-03-4	3.33	um	BRD-K13094524	PFI-1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G03	HEPG2	LJP008_HEPG2_24H_X3_B20	G03	BRD-K13094524-001-03-4	1.11	um	BRD-K13094524	PFI-1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G04	HEPG2	LJP008_HEPG2_24H_X3_B20	G04	BRD-K13094524-001-03-4	0.37	um	BRD-K13094524	PFI-1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G05	HEPG2	LJP008_HEPG2_24H_X3_B20	G05	BRD-K13094524-001-03-4	0.12	um	BRD-K13094524	PFI-1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G06	HEPG2	LJP008_HEPG2_24H_X3_B20	G06	BRD-K13094524-001-03-4	0.04	um	BRD-K13094524	PFI-1	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G07	HEPG2	LJP008_HEPG2_24H_X3_B20	G07	BRD-K81418486-001-39-2	10.0	um	BRD-K81418486	vorinostat	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G08	HEPG2	LJP008_HEPG2_24H_X3_B20	G08	BRD-K81418486-001-39-2	3.33	um	BRD-K81418486	vorinostat	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G09	HEPG2	LJP008_HEPG2_24H_X3_B20	G09	BRD-K81418486-001-39-2	1.11	um	BRD-K81418486	vorinostat	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G10	HEPG2	LJP008_HEPG2_24H_X3_B20	G10	BRD-K81418486-001-39-2	0.37	um	BRD-K81418486	vorinostat	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G11	HEPG2	LJP008_HEPG2_24H_X3_B20	G11	BRD-K81418486-001-39-2	0.12	um	BRD-K81418486	vorinostat	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G12	HEPG2	LJP008_HEPG2_24H_X3_B20	G12	BRD-K81418486-001-39-2	0.04	um	BRD-K81418486	vorinostat	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G13	HEPG2	LJP008_HEPG2_24H_X3_B20	G13	BRD-K49328571-001-11-9	10.0	um	BRD-K49328571	dasatinib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G14	HEPG2	LJP008_HEPG2_24H_X3_B20	G14	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G15	HEPG2	LJP008_HEPG2_24H_X3_B20	G15	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G16	HEPG2	LJP008_HEPG2_24H_X3_B20	G16	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G17	HEPG2	LJP008_HEPG2_24H_X3_B20	G17	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G18	HEPG2	LJP008_HEPG2_24H_X3_B20	G18	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G19	HEPG2	LJP008_HEPG2_24H_X3_B20	G19	BRD-K03406345-001-19-5	10.0	um	BRD-K03406345	azacitidine	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G20	HEPG2	LJP008_HEPG2_24H_X3_B20	G20	BRD-K03406345-001-19-5	3.33	um	BRD-K03406345	azacitidine	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G21	HEPG2	LJP008_HEPG2_24H_X3_B20	G21	BRD-K03406345-001-19-5	1.11	um	BRD-K03406345	azacitidine	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G22	HEPG2	LJP008_HEPG2_24H_X3_B20	G22	BRD-K03406345-001-19-5	0.37	um	BRD-K03406345	azacitidine	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G23	HEPG2	LJP008_HEPG2_24H_X3_B20	G23	BRD-K03406345-001-19-5	0.12	um	BRD-K03406345	azacitidine	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:G24	HEPG2	LJP008_HEPG2_24H_X3_B20	G24	BRD-K03406345-001-19-5	0.04	um	BRD-K03406345	azacitidine	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:H01	HEPG2	LJP008_HEPG2_24H_X3_B20	H01	BRD-K21906513-001-02-4	10.0	um	BRD-K21906513	UNC-669	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:H02	HEPG2	LJP008_HEPG2_24H_X3_B20	H02	BRD-K21906513-001-02-4	3.33	um	BRD-K21906513	UNC-669	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:H03	HEPG2	LJP008_HEPG2_24H_X3_B20	H03	BRD-K21906513-001-02-4	1.11	um	BRD-K21906513	UNC-669	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:H04	HEPG2	LJP008_HEPG2_24H_X3_B20	H04	BRD-K21906513-001-02-4	0.37	um	BRD-K21906513	UNC-669	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:H05	HEPG2	LJP008_HEPG2_24H_X3_B20	H05	BRD-K21906513-001-02-4	0.12	um	BRD-K21906513	UNC-669	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:H06	HEPG2	LJP008_HEPG2_24H_X3_B20	H06	BRD-K21906513-001-02-4	0.04	um	BRD-K21906513	UNC-669	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:H07	HEPG2	LJP008_HEPG2_24H_X3_B20	H07	BRD-K53328210-001-03-6	10.0	um	BRD-K53328210	JW55	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:H08	HEPG2	LJP008_HEPG2_24H_X3_B20	H08	BRD-K53328210-001-03-6	3.33	um	BRD-K53328210	JW55	trt_cp	24.0	h
LJP008_HEPG2_24H_X3_B20:H09	HEPG2	LJP008_HEPG2_24H_X3_B20	H09	BRD-K53328210-001-03-6	1.11	um	BRD-K53328210	JW55	trt_cp	24.0	h
